ID клиента,Вероятность заключения договора,"Вероятность заключения договора, %"
92,0.2305972702943476,23.1
93,0.7317508006806928,73.2
94,0.5094608699982415,50.9
95,0.6091151400352091,60.9
96,0.17975134217894734,18.0
97,0.3034171045827645,30.3
98,0.3442766941281897,34.4
99,0.12512657336297986,12.5
100,0.8519392361762564,85.2
101,0.23145017212952393,23.1
102,0.2450623093477439,24.5
103,0.2659836699619719,26.6
104,0.5696429736501704,57.0
105,0.7455959601613038,74.6
106,0.5347896002210433,53.5
107,0.6229356696683507,62.3
108,0.4132571868477802,41.3
109,0.4049517987251164,40.5
110,0.2457600341751993,24.6
111,0.7807679764943926,78.1
112,0.7533846726487167,75.3
113,0.4550558801680912,45.5
114,0.19511729313426213,19.5
115,0.6304867422526808,63.0
116,0.45118021246633616,45.1
117,0.1098056425213238,11.0
118,0.3460487756195442,34.6
119,0.24592151192527992,24.6
120,0.6274204171255026,62.7
121,0.24420123553176235,24.4
122,0.4051394773791473,40.5
123,0.08870747704887291,8.9
124,0.520833605072892,52.1
125,0.21303521506342304,21.3
126,0.6215028260848111,62.2
127,0.5921373052919515,59.2
128,0.5836702714887981,58.4
129,0.13965713096534543,14.0
130,0.17348959952992624,17.3
131,0.34588588280741156,34.6
132,0.5452541564356442,54.5
133,0.7072970784887059,70.7
134,0.3502730626964908,35.0
135,0.7706371550371832,77.1
136,0.2168775154633014,21.7
137,0.6913675267127726,69.1
138,0.4805169833943932,48.1
139,0.7796623862802954,78.0
140,0.5965081285694832,59.7
141,0.6711897253097238,67.1
142,0.46282389380120376,46.3
143,0.6093978282954614,60.9
144,0.4592950891969569,45.9
145,0.9090439662347813,90.9
146,0.300549466126053,30.1
147,0.6617923694181934,66.2
148,0.8008641794961276,80.1
149,0.7688061979044838,76.9
150,0.4631019833330426,46.3
151,0.12531633376481063,12.5
152,0.3559828342673194,35.6
153,0.3929424574873235,39.3
154,0.9782092198053846,97.8
155,0.3559755940319986,35.6
156,0.2834562157932166,28.3
157,0.37129566527555363,37.1
158,0.6800785171086876,68.0
159,0.16480896288687544,16.5
160,0.5356507558169412,53.6
161,0.3848390355026645,38.5
162,0.34630393961579564,34.6
163,0.16879400301066855,16.9
164,0.4142706633764964,41.4
165,0.2978655115118399,29.8
166,0.7813908012445913,78.1
167,0.3142079391967099,31.4
168,0.25173463363728305,25.2
169,0.969812917431794,97.0
170,0.5269841299775735,52.7
171,0.5388110541278834,53.9
172,0.742796464495904,74.3
173,0.18427506109121994,18.4
174,0.44393738158768664,44.4
175,0.5772628417267328,57.7
176,0.5774559251600745,57.7
177,0.763110035820103,76.3
178,0.7026360989005892,70.3
179,0.6518573148511148,65.2
180,0.2075834428152238,20.8
181,0.6822134824122541,68.2
182,0.8836029144961183,88.4
183,0.6232730813451619,62.3
184,0.4314161027511401,43.1
185,0.4016072696990592,40.2
186,0.8802235276391235,88.0
187,0.9545092474726505,95.5
188,0.2775487246811953,27.8
189,0.6281648236663997,62.8
190,0.3747690623555289,37.5
191,0.44211664860910505,44.2
192,0.2990020231478554,29.9
193,0.09815103406207092,9.8
194,0.7594553722893378,75.9
195,0.5779477407856659,57.8
196,0.07424201999743096,7.4
197,0.5607465754985673,56.1
198,0.37953986787979743,38.0
199,0.5765422618471153,57.7
200,0.2908628620445084,29.1
201,0.9389881658240004,93.9
202,0.6613563231374713,66.1
203,0.3240505199680998,32.4
204,0.18894526551420196,18.9
205,0.6167009840155586,61.7
206,0.9710118385285527,97.1
207,0.4957369744613817,49.6
208,0.26075681781869986,26.1
209,0.341499129123035,34.1
210,0.8953724486942565,89.5
211,0.35896065137419986,35.9
212,0.8683434838220262,86.8
213,0.1413068491495578,14.1
214,0.6687789286702555,66.9
215,0.1493793676491272,14.9
216,0.32541329992997103,32.5
217,0.63526038791386,63.5
218,0.7543394745758789,75.4
219,0.7007144932468019,70.1
220,0.26993221483434754,27.0
221,0.5483265905707188,54.8
222,0.201160676002386,20.1
223,0.3972183809707179,39.7
224,0.7798251446917449,78.0
225,0.7925470230805939,79.3
226,0.7757197409537172,77.6
227,0.18013973194728208,18.0
228,0.09323080421015456,9.3
229,0.8896619002673424,89.0
230,0.8418108409629865,84.2
231,0.7629348943271875,76.3
232,0.2258380886401837,22.6
233,0.7400896606748927,74.0
234,0.3905764927283658,39.1
235,0.8447759911250963,84.5
236,0.4032107345555879,40.3
237,0.19326893897938038,19.3
238,0.7340035829090781,73.4
239,0.9197493409204748,92.0
240,0.17101906900567154,17.1
241,0.06949029142125307,6.9
242,0.22224822730388089,22.2
243,0.2668211212016709,26.7
244,0.2848808754553919,28.5
245,0.5658935005911926,56.6
246,0.3774888248633152,37.7
247,0.972525859550722,97.3
248,0.09618529357862313,9.6
249,0.08218129717691439,8.2
250,0.3890129056474887,38.9
251,0.7583264593464231,75.8
252,0.7658135520745738,76.6
253,0.4816716880333333,48.2
254,0.660939984628081,66.1
255,0.2380334201774587,23.8
256,0.7053444704759321,70.5
257,0.20010802442990314,20.0
258,0.06944397616869308,6.9
259,0.8238403521337226,82.4
260,0.3064508661958122,30.6
261,0.8519420360862114,85.2
262,0.5664677914456083,56.6
263,0.21252159717070906,21.3
264,0.8509273988810603,85.1
265,0.3304926089810071,33.0
266,0.6051919759688362,60.5
267,0.637929977480919,63.8
268,0.865328874957116,86.5
269,0.5430155084411201,54.3
270,0.7213175452186775,72.1
271,0.6132743527903844,61.3
272,0.7213967536130674,72.1
273,0.8166579208674931,81.7
274,0.5386606561075816,53.9
275,0.08840102359163794,8.8
276,0.5335497653672732,53.4
277,0.09315364538001793,9.3
278,0.8118482878104577,81.2
279,0.725296419376124,72.5
280,0.5934150306434811,59.3
281,0.2572027445870641,25.7
282,0.520342887319041,52.0
283,0.7215598600446229,72.2
284,0.26157052192007463,26.2
285,0.17679878667147664,17.7
286,0.780785375955944,78.1
287,0.3176611192954397,31.8
288,0.3148616007742365,31.5
289,0.19539095998137335,19.5
290,0.5521010430541784,55.2
291,0.462599573423048,46.3
292,0.744886872536535,74.5
293,0.5605517541399068,56.1
294,0.31365793949281684,31.4
295,0.07343028950668999,7.3
296,0.8626530590149978,86.3
297,0.22859904251155436,22.9
298,0.22065908826670314,22.1
299,0.7918843930905671,79.2
300,0.8797420661480665,88.0
301,0.652742626170681,65.3
302,0.3711178474961309,37.1
303,0.2191772167992722,21.9
304,0.33600231267695957,33.6
305,0.06302124524229077,6.3
306,0.8660471941298455,86.6
307,0.261942562216174,26.2
308,0.29762433891993084,29.8
309,0.4654780918836042,46.5
310,0.6116315053175337,61.2
311,0.14341786606791,14.3
312,0.3374242740653246,33.7
313,0.2168776954144071,21.7
314,0.5987895497418109,59.9
315,0.5474945468022008,54.7
316,0.21134287654103343,21.1
317,0.6475067519178385,64.8
318,0.20388447250579772,20.4
319,0.8414470650022071,84.1
320,0.04906648708744099,4.9
321,0.09409012466167424,9.4
322,0.12952247977990916,13.0
323,0.493486283475438,49.3
324,0.9179463306146952,91.8
325,0.4261771157420058,42.6
326,0.4139739766741779,41.4
327,0.259848428586882,26.0
328,0.745260932713899,74.5
329,0.17963794738838085,18.0
330,0.5892832714500644,58.9
331,0.7446613791793685,74.5
332,0.932425537563991,93.2
333,0.15240194590781744,15.2
334,0.5593445172681629,55.9
335,0.3553314064824086,35.5
336,0.8355224298910754,83.6
337,0.6973290760340318,69.7
338,0.2770805768135178,27.7
339,0.35190114666962385,35.2
340,0.5307458025199359,53.1
341,0.17089407363077255,17.1
342,0.4796082756020336,48.0
343,0.1770503957121666,17.7
344,0.7389534005939732,73.9
345,0.254001844706928,25.4
346,0.6330221061059772,63.3
347,0.4955844955780368,49.6
348,0.4312056554802091,43.1
349,0.26911603664461076,26.9
350,0.11129551296758979,11.1
351,0.8775418604655205,87.8
352,0.19623214711415662,19.6
353,0.4649655313781064,46.5
354,0.3873998347922595,38.7
355,0.7452353169849937,74.5
356,0.2964714054357172,29.6
357,0.7959572582257237,79.6
358,0.4623119345786434,46.2
359,0.15981774978805863,16.0
360,0.9130802373083315,91.3
361,0.23882287587429052,23.9
362,0.1859073901701422,18.6
363,0.6417144905149043,64.2
364,0.5875074939715198,58.8
365,0.8204176115031441,82.0
366,0.51886405374202,51.9
367,0.29151948085551416,29.2
368,0.15228835823339448,15.2
369,0.16489380186421385,16.5
370,0.453805505804961,45.4
371,0.20696205273138524,20.7
372,0.3098042017831283,31.0
373,0.3596645637925975,36.0
374,0.5063003162875757,50.6
375,0.35000003926804896,35.0
376,0.581435380847844,58.1
377,0.7113861895666228,71.1
378,0.5602897863070309,56.0
379,0.7930900204419177,79.3
380,0.8150527212102677,81.5
381,0.3778323784931739,37.8
382,0.36976598505469377,37.0
383,0.24095097796091808,24.1
384,0.25594882175626293,25.6
385,0.7033739119438243,70.3
386,0.6751465610855863,67.5
387,0.17988337622637401,18.0
388,0.4422642616960225,44.2
389,0.1675486753700381,16.8
390,0.8028291811782979,80.3
391,0.5620998246613631,56.2
392,0.4786683060901426,47.9
393,0.08903158012858324,8.9
394,0.18892129777886643,18.9
395,0.8233490687209816,82.3
396,0.31062770639229215,31.1
397,0.41939035786003825,41.9
398,0.3117021251540396,31.2
399,0.9011177681017694,90.1
400,0.8595018282677154,86.0
401,0.8930706452635984,89.3
402,0.3135557926133072,31.4
403,0.8226994761607329,82.3
404,0.5789054674114191,57.9
405,0.2721217227217611,27.2
406,0.39131877250175906,39.1
407,0.6715759333111829,67.2
408,0.837133538102731,83.7
409,0.7813805515321776,78.1
410,0.18566931377465903,18.6
411,0.9095854393142546,91.0
412,0.3603163558544073,36.0
413,0.3212233676448943,32.1
414,0.528380439874847,52.8
415,0.12726899113863757,12.7
416,0.37646333081348465,37.6
417,0.9410879462609762,94.1
418,0.10952708677271118,11.0
419,0.3876429460581597,38.8
420,0.3939089871025073,39.4
421,0.3670101563119383,36.7
422,0.47204620813607134,47.2
423,0.20168801513476275,20.2
424,0.8172833628947969,81.7
425,0.7658108196823276,76.6
426,0.11478477009414201,11.5
427,0.7367227160149394,73.7
428,0.6606275089220808,66.1
429,0.6898574516007993,69.0
430,0.7809444461899049,78.1
431,0.7973625889296995,79.7
432,0.36680118121119826,36.7
433,0.5185049160295132,51.9
434,0.6316688912078641,63.2
435,0.7063359101177501,70.6
436,0.7897464134634157,79.0
437,0.5372750833031852,53.7
438,0.5892052972254214,58.9
439,0.5412435237757739,54.1
440,0.9193092051158842,91.9
441,0.3546924551929075,35.5
442,0.12039004561797219,12.0
443,0.7556527918409537,75.6
444,0.6568719963205487,65.7
445,0.9108200459108651,91.1
446,0.10468738419538284,10.5
447,0.35189184157634557,35.2
448,0.530691952363171,53.1
449,0.3697688273240578,37.0
450,0.7911167580142506,79.1
451,0.5517667821638051,55.2
452,0.7675563925867378,76.8
453,0.7079173405067156,70.8
454,0.8231137321558655,82.3
455,0.41790358378951636,41.8
456,0.5601744639906392,56.0
457,0.1677065126727129,16.8
458,0.569146337773453,56.9
459,0.46084656523422135,46.1
460,0.6983055003354951,69.8
461,0.7486613479792323,74.9
462,0.49223683613250424,49.2
463,0.41582587025279083,41.6
464,0.2888377352375487,28.9
465,0.37427596200817215,37.4
466,0.834778476490377,83.5
467,0.45574177931169574,45.6
468,0.3415468216306795,34.2
469,0.8918230188104519,89.2
470,0.6667268965954654,66.7
471,0.8748028378930589,87.5
472,0.9668494341614587,96.7
473,0.7798717579101206,78.0
474,0.13568723877568672,13.6
475,0.10459355924982412,10.5
476,0.33757442906503904,33.8
477,0.3683461014627221,36.8
478,0.34328621815368004,34.3
479,0.8476790480135478,84.8
480,0.7563051657366272,75.6
481,0.25767139296382274,25.8
482,0.377169838681331,37.7
483,0.5739601299321115,57.4
484,0.7756496841114966,77.6
485,0.06224187869407438,6.2
486,0.3041088782657068,30.4
487,0.8164003469262229,81.6
488,0.2922808327210568,29.2
489,0.7728008219206413,77.3
490,0.46811995410069474,46.8
491,0.7673322092699638,76.7
492,0.19849899783653938,19.8
493,0.7647570693946644,76.5
494,0.7841264398157416,78.4
495,0.4997574029667361,50.0
496,0.6794498478596451,67.9
497,0.1782835942334426,17.8
498,0.6692692592208805,66.9
499,0.4514358040106179,45.1
500,0.1821958432401617,18.2
501,0.9006008561781633,90.1
502,0.7710645578703794,77.1
503,0.6572000617093322,65.7
504,0.1836388337645862,18.4
505,0.13043687641795343,13.0
506,0.9496492296924718,95.0
507,0.5245979753673262,52.5
508,0.5297233797270484,53.0
509,0.8067596364280566,80.7
510,0.7042314796621736,70.4
511,0.8010741888010393,80.1
512,0.16045019776341404,16.0
513,0.2521607819806189,25.2
514,0.13296360946350747,13.3
515,0.7098599382934521,71.0
516,0.20313013968354623,20.3
517,0.6468865688373531,64.7
518,0.2763521602101901,27.6
519,0.4181364764627201,41.8
520,0.48268349686658696,48.3
521,0.4270281970721123,42.7
522,0.831732794691079,83.2
523,0.25237842953280337,25.2
524,0.7728285455768592,77.3
525,0.11983327057637062,12.0
526,0.667119106093029,66.7
527,0.3881835728448069,38.8
528,0.8812951659774662,88.1
529,0.5486139225627521,54.9
530,0.8462799791324525,84.6
531,0.3937877852775692,39.4
532,0.5345402617304136,53.5
533,0.37089011137781647,37.1
534,0.5685488568170495,56.9
535,0.390667722086416,39.1
536,0.33892205362629985,33.9
537,0.0962742471615701,9.6
538,0.07746819546420586,7.7
539,0.775598894634367,77.6
540,0.8290111594202462,82.9
541,0.5305324454305471,53.1
542,0.20862001207705072,20.9
543,0.7758972592010646,77.6
544,0.3845504976530263,38.5
545,0.45988561225397667,46.0
546,0.7614316123147585,76.1
547,0.3787509254982677,37.9
548,0.3098042017831283,31.0
549,0.42399756240974346,42.4
550,0.16944481977987344,16.9
551,0.5791142623600206,57.9
552,0.8335673993915985,83.4
553,0.8737002600577953,87.4
554,0.2675850411970341,26.8
555,0.8695622226085785,87.0
556,0.24037984883651684,24.0
557,0.10272067525837819,10.3
558,0.6011851956039556,60.1
559,0.172127872066256,17.2
560,0.5413549630690397,54.1
561,0.43741737466405683,43.7
562,0.7148145741809714,71.5
563,0.8626530590149978,86.3
564,0.7879865215239258,78.8
565,0.5005762106427195,50.1
566,0.16296682851738653,16.3
567,0.2919244726964245,29.2
568,0.8618185430909271,86.2
569,0.5675628250201428,56.8
570,0.24767168650460833,24.8
571,0.48642146097819355,48.6
572,0.8635861719686065,86.4
573,0.8318464776257927,83.2
574,0.34522052847166235,34.5
575,0.619687153165326,62.0
576,0.8403564537247228,84.0
577,0.9020218542661951,90.2
578,0.3862432198200279,38.6
579,0.6494403178608181,64.9
580,0.26456421630158894,26.5
581,0.8659813112808908,86.6
582,0.15215584984266614,15.2
583,0.13591989026618959,13.6
584,0.10109124806729008,10.1
585,0.20173930798497713,20.2
586,0.5906393239152856,59.1
587,0.5664056775185166,56.6
588,0.5251321612916993,52.5
589,0.41632731703500536,41.6
590,0.5441701814333344,54.4
591,0.765010333940087,76.5
592,0.7359010970449374,73.6
593,0.4637648446999081,46.4
594,0.5087431021852766,50.9
595,0.6173613015218882,61.7
596,0.14945231927243735,14.9
597,0.44308172090255216,44.3
598,0.35969200192577,36.0
599,0.6975896417861026,69.8
600,0.43343721981899874,43.3
601,0.7867719228516076,78.7
602,0.397998818627539,39.8
603,0.6440999313136928,64.4
604,0.2508576927070753,25.1
605,0.2293913594273839,22.9
606,0.41267433528049674,41.3
607,0.5596607246012025,56.0
608,0.7389534005939732,73.9
609,0.34351546015875895,34.4
610,0.7051284498143967,70.5
611,0.8578314141232596,85.8
612,0.8317636670595139,83.2
613,0.3992294738646729,39.9
614,0.3041627428078619,30.4
615,0.3228493031082577,32.3
616,0.2232286404329662,22.3
617,0.8571913906217052,85.7
618,0.6930656580112307,69.3
619,0.5240210632894812,52.4
620,0.7122052266005957,71.2
621,0.7353574447486392,73.5
622,0.3396922069598668,34.0
623,0.5396438147607315,54.0
624,0.8563200133659531,85.6
625,0.5310984271646778,53.1
626,0.9556019169055688,95.6
627,0.446195850283258,44.6
628,0.5265237331854129,52.7
629,0.6589842070792584,65.9
630,0.08630212029374312,8.6
631,0.6243826974366169,62.4
632,0.4622208168654643,46.2
633,0.8759992564437884,87.6
634,0.6229969096375452,62.3
635,0.21512825957260864,21.5
636,0.7375716348578667,73.8
637,0.26567964832809204,26.6
638,0.36513091379077606,36.5
639,0.5654105856463865,56.5
640,0.9626970224866721,96.3
641,0.7529750971415795,75.3
642,0.6618081254349585,66.2
643,0.7558924580086871,75.6
644,0.5708057085421485,57.1
645,0.7029999828423169,70.3
646,0.7729554324315951,77.3
647,0.7393041901927905,73.9
648,0.5681583628997714,56.8
649,0.9128611910812157,91.3
650,0.514980528174497,51.5
651,0.07246731430058041,7.2
652,0.6163188051590948,61.6
653,0.7147383863954967,71.5
654,0.6325662133713901,63.3
655,0.6325925372057191,63.3
656,0.7377501253292252,73.8
657,0.8648069311220361,86.5
658,0.15282899139900855,15.3
659,0.38577315221741293,38.6
660,0.7778823336173184,77.8
661,0.8257994553059905,82.6
662,0.6320970806974783,63.2
663,0.36411622763941875,36.4
664,0.8199004273459718,82.0
665,0.49703478525678474,49.7
666,0.6559959948573962,65.6
667,0.08586332068366796,8.6
668,0.6584128154781307,65.8
669,0.28272310692365726,28.3
670,0.4183839706781679,41.8
671,0.32007315595821795,32.0
672,0.5952846419956211,59.5
673,0.17284198164991368,17.3
674,0.8975856039175475,89.8
675,0.38793858518693974,38.8
676,0.4145047930540205,41.5
677,0.8422607354064344,84.2
678,0.6907068936248949,69.1
679,0.7216680089263464,72.2
680,0.9516025604752407,95.2
681,0.6905205523364119,69.1
682,0.25588583760561934,25.6
683,0.9297037512537835,93.0
684,0.40334858634455006,40.3
685,0.4244829707508111,42.4
686,0.11208817624341168,11.2
687,0.667443113340502,66.7
688,0.4398379541871927,44.0
689,0.24345570413411036,24.3
690,0.8617526594479961,86.2
691,0.7999094575923135,80.0
692,0.7713620838664645,77.1
693,0.27415755071072684,27.4
694,0.5259307980348855,52.6
695,0.19918703273812416,19.9
696,0.8610614477404389,86.1
697,0.11682164489252464,11.7
698,0.3313139138753464,33.1
699,0.6047938560659022,60.5
700,0.3824666376412315,38.2
701,0.2793199779895021,27.9
702,0.5008377372800086,50.1
703,0.6230903110742331,62.3
704,0.7448004592098614,74.5
705,0.5075284688285205,50.8
706,0.6646175808142147,66.5
707,0.5200535088373607,52.0
708,0.3773133038499262,37.7
709,0.822458892723683,82.2
710,0.638913376464126,63.9
711,0.4930803949743835,49.3
712,0.3679068976806012,36.8
713,0.24410418839971879,24.4
714,0.9727236318848456,97.3
715,0.20726218769881882,20.7
716,0.2673986442971815,26.7
717,0.5136158573355086,51.4
718,0.28450089177786214,28.5
719,0.5371384814359809,53.7
720,0.5417445099523758,54.2
721,0.7505029764428048,75.1
722,0.6805279839146569,68.1
723,0.5199582667729306,52.0
724,0.2229205460708152,22.3
725,0.7592614811305286,75.9
726,0.3406782607210255,34.1
727,0.18426381503043743,18.4
728,0.38811143864112385,38.8
729,0.7279336554780608,72.8
730,0.2501837625019031,25.0
731,0.5369872930451808,53.7
732,0.5024703027787264,50.2
733,0.3988426899021308,39.9
734,0.2471684918029956,24.7
735,0.49685619076012205,49.7
736,0.17338599463124643,17.3
737,0.6348301966096054,63.5
738,0.8363188609618942,83.6
739,0.813764068196242,81.4
740,0.5408838781411979,54.1
741,0.6749025553938941,67.5
742,0.6748018665332759,67.5
743,0.16944481977987344,16.9
744,0.7136582060227509,71.4
745,0.8489447563292026,84.9
746,0.10792250815240109,10.8
747,0.39268048265039107,39.3
748,0.8567089552847384,85.7
749,0.22212000771986803,22.2
750,0.33081171608473237,33.1
751,0.876599644743585,87.7
752,0.7741367914684307,77.4
753,0.2035591290945782,20.4
754,0.6107302790030912,61.1
755,0.48942899845271415,48.9
756,0.7256164612963021,72.6
757,0.6557658441031284,65.6
758,0.5027479726453327,50.3
759,0.8559833854320461,85.6
760,0.5324706682506529,53.2
761,0.881749648815635,88.2
762,0.3395884844027198,34.0
763,0.9207642176051121,92.1
764,0.1068784730193658,10.7
765,0.4137217159285877,41.4
766,0.39771030278119973,39.8
767,0.8024604117242873,80.2
768,0.6680438419397844,66.8
769,0.7019945662057868,70.2
770,0.13482588956613303,13.5
771,0.40406413367513244,40.4
772,0.6778641583418719,67.8
773,0.08997641571491068,9.0
774,0.27111061558063915,27.1
775,0.46706464502205297,46.7
776,0.8153100548014426,81.5
777,0.8439152015717983,84.4
778,0.5346787244369798,53.5
779,0.23348950340676466,23.3
780,0.298345681524102,29.8
781,0.5533046356436835,55.3
782,0.35909287306731236,35.9
783,0.34153321050964003,34.2
784,0.4162456437991105,41.6
785,0.4770014432626438,47.7
786,0.32971078521024544,33.0
787,0.3969310110276,39.7
788,0.8383719511563118,83.8
789,0.28852374926985824,28.9
790,0.6907249562637067,69.1
791,0.04356029916093701,4.4
792,0.34753153257773267,34.8
793,0.853765829355636,85.4
794,0.8213998513067028,82.1
795,0.4504214303333516,45.0
796,0.8471066284498483,84.7
797,0.3014922387690505,30.1
798,0.33502244060610326,33.5
799,0.6273238908357364,62.7
800,0.8882914483391964,88.8
801,0.7505029764428048,75.1
802,0.3192992635779748,31.9
803,0.33502244060610326,33.5
804,0.19619837086529832,19.6
805,0.3776102558868792,37.8
806,0.08954982650921116,9.0
807,0.2204545512229735,22.0
808,0.1456725375929002,14.6
809,0.388271903254927,38.8
810,0.1201564400002313,12.0
811,0.724075998416692,72.4
812,0.5486402358251031,54.9
813,0.04714496573487869,4.7
814,0.23491495138648782,23.5
815,0.4036123631915464,40.4
816,0.3783579215172007,37.8
817,0.7492492925642151,74.9
818,0.5388110541278834,53.9
819,0.8667242661424531,86.7
820,0.18041382455349667,18.0
821,0.22881647396383045,22.9
822,0.16267058710092894,16.3
823,0.7568500737318083,75.7
824,0.6598874240294894,66.0
825,0.7498242935150905,75.0
826,0.2946056819823022,29.5
827,0.18374776115814523,18.4
828,0.7352113921178681,73.5
829,0.3254587382448508,32.5
830,0.8337663228573919,83.4
831,0.48619175814217735,48.6
832,0.8477822952490024,84.8
833,0.8341950475245389,83.4
834,0.24625519237714588,24.6
835,0.5918017620420714,59.2
836,0.5918138732468535,59.2
837,0.4768585446762402,47.7
838,0.8805560732578236,88.1
839,0.259872226262643,26.0
840,0.7913923052709019,79.1
841,0.24909530443778238,24.9
842,0.3447534885436327,34.5
843,0.5474810770735826,54.7
844,0.4671893458131451,46.7
845,0.36817098122788255,36.8
846,0.4301333064149057,43.0
847,0.20008657910712785,20.0
848,0.8786290429029661,87.9
849,0.5081595945437244,50.8
850,0.46921327258650714,46.9
851,0.14016511064247922,14.0
852,0.45224566555964807,45.2
853,0.42532974542406443,42.5
854,0.7334754858070764,73.3
855,0.7042027824210894,70.4
856,0.2570370757115563,25.7
857,0.2499504992747315,25.0
858,0.6785020687933132,67.9
859,0.31424192498128345,31.4
860,0.6485404185465965,64.9
861,0.9443985874381405,94.4
862,0.5087431021852766,50.9
863,0.3366113924491925,33.7
864,0.465920034424444,46.6
865,0.6359381664217194,63.6
866,0.733181452227465,73.3
867,0.856701753428833,85.7
868,0.8453899916156572,84.5
869,0.28282058307182323,28.3
870,0.3278378863899066,32.8
871,0.036919332839174125,3.7
872,0.17565635424678724,17.6
873,0.19333348579229087,19.3
874,0.1820103235652983,18.2
875,0.2212668646034642,22.1
876,0.6776732269251331,67.8
877,0.19678291091260003,19.7
878,0.47433554869175026,47.4
879,0.20619670428559644,20.6
880,0.424212789432898,42.4
881,0.15223059991053503,15.2
882,0.733330512602902,73.3
883,0.45362826534138045,45.4
884,0.25321279648206096,25.3
885,0.15391285217178668,15.4
886,0.295292483075843,29.5
887,0.7511288908288356,75.1
888,0.1308268595669211,13.1
889,0.17896503009613024,17.9
890,0.195432015859284,19.5
891,0.6691115997551939,66.9
892,0.29723813295115914,29.7
893,0.24374704848416723,24.4
894,0.8485993199202478,84.9
895,0.2842866907437303,28.4
896,0.7343187735222425,73.4
897,0.32798263842545866,32.8
898,0.3959679944416608,39.6
899,0.6245307186344904,62.5
900,0.7348426391099364,73.5
901,0.8336275804797337,83.4
902,0.21866940602922086,21.9
903,0.41761478131890156,41.8
904,0.5174993786713993,51.7
905,0.8645759156865188,86.5
906,0.9088719492080907,90.9
907,0.28498278154972967,28.5
908,0.7835712633977049,78.4
909,0.564610758027541,56.5
910,0.6919549386957912,69.2
911,0.43708445594761913,43.7
912,0.45041417231270403,45.0
913,0.5590949219122061,55.9
914,0.3820151026545841,38.2
915,0.21147700265983627,21.1
916,0.17867381283693132,17.9
917,0.9527585474339838,95.3
918,0.045981738073554344,4.6
919,0.5246406775108854,52.5
920,0.7850144541028462,78.5
921,0.2697570501838803,27.0
922,0.369519816320507,37.0
923,0.6902486088821957,69.0
924,0.2988395956613278,29.9
925,0.8884524866915939,88.8
926,0.9229067004735231,92.3
927,0.32597114133657173,32.6
928,0.4885551723306745,48.9
929,0.8471456395438927,84.7
930,0.7701835594173312,77.0
931,0.15494178009330192,15.5
932,0.76803418779328,76.8
933,0.9071313887659793,90.7
934,0.20302308043275996,20.3
